City,County,Year,Month,Temp
Willmar,Kandiyohi,2011,10,50.6
Willmar,Kandiyohi,2011,11,33.4
Willmar,Kandiyohi,2011,12,24.3
Willmar,Kandiyohi,2012,1,20.1
Willmar,Kandiyohi,2012,2,22.7
Willmar,Kandiyohi,2012,3,42.2
Willmar,Kandiyohi,2012,4,46.8
Willmar,Kandiyohi,2012,5,60.4
Willmar,Kandiyohi,2012,6,68.5
Willmar,Kandiyohi,2012,7,76.3
Willmar,Kandiyohi,2012,8,67.6
Willmar,Kandiyohi,2012,9,58.8
Willmar,Kandiyohi,2012,10,43.3
Willmar,Kandiyohi,2012,11,32.5
Willmar,Kandiyohi,2012,12,16.5
Willmar,Kandiyohi,2013,1,11.5
Willmar,Kandiyohi,2013,2,12
Willmar,Kandiyohi,2013,3,19.6
Willmar,Kandiyohi,2013,4,34.1
Willmar,Kandiyohi,2013,5,53.9
Willmar,Kandiyohi,2013,6,65.3
Willmar,Kandiyohi,2013,7,71
Willmar,Kandiyohi,2013,8,69.4
Willmar,Kandiyohi,2013,9,63.5
Willmar,Kandiyohi,2013,10,45.6
Willmar,Kandiyohi,2013,11,28.3
Willmar,Kandiyohi,2013,12,7.6
Willmar,Kandiyohi,2014,1,4.4
Willmar,Kandiyohi,2014,2,3.5
Willmar,Kandiyohi,2014,3,21.4
Willmar,Kandiyohi,2014,4,39.1
Willmar,Kandiyohi,2014,5,54.8
Willmar,Kandiyohi,2014,6,66.8
Willmar,Kandiyohi,2014,7,67.6
Willmar,Kandiyohi,2014,8,69
Willmar,Kandiyohi,2014,9,60
Willmar,Kandiyohi,2014,10,46.9
Willmar,Kandiyohi,2014,11,20.7
Willmar,Kandiyohi,2014,12,21.3
Willmar,Kandiyohi,2015,1,15.5
Willmar,Kandiyohi,2015,2,7.4
Willmar,Kandiyohi,2015,3,30.4
Willmar,Kandiyohi,2015,4,M
Willmar,Kandiyohi,2015,5,M
Willmar,Kandiyohi,2015,6,M
Willmar,Kandiyohi,2015,7,69.9
Willmar,Kandiyohi,2015,8,66.7
Willmar,Kandiyohi,2015,9,66.2
Willmar,Kandiyohi,2015,10,49.7
Willmar,Kandiyohi,2015,11,38.3
Willmar,Kandiyohi,2015,12,24.5
Willmar,Kandiyohi,2016,1,13.1
Willmar,Kandiyohi,2016,2,21.8
Willmar,Kandiyohi,2016,3,37.3
Willmar,Kandiyohi,2016,4,44.9
Willmar,Kandiyohi,2016,5,57.3
Willmar,Kandiyohi,2016,6,67.7
Willmar,Kandiyohi,2016,7,69.9
Willmar,Kandiyohi,2016,8,69.5
Willmar,Kandiyohi,2016,9,62.2
Willmar,Kandiyohi,2016,10,49.4
Willmar,Kandiyohi,2016,11,40.7
Willmar,Kandiyohi,2016,12,15.1
Duluth,St. Louis,2007,1,13.7
Duluth,St. Louis,2007,2,7.9
Duluth,St. Louis,2007,3,29.4
Duluth,St. Louis,2007,4,38.8
Duluth,St. Louis,2007,5,53.9
Duluth,St. Louis,2007,6,63.1
Duluth,St. Louis,2007,7,67.4
Duluth,St. Louis,2007,8,65.1
Duluth,St. Louis,2007,9,57.4
Duluth,St. Louis,2007,10,47.7
Duluth,St. Louis,2007,11,28.9
Duluth,St. Louis,2007,12,13.4
Duluth,St. Louis,2008,1,10
Duluth,St. Louis,2008,2,10.2
Duluth,St. Louis,2008,3,22.3
Duluth,St. Louis,2008,4,37.9
Duluth,St. Louis,2008,5,48.5
Duluth,St. Louis,2008,6,60
Duluth,St. Louis,2008,7,64.4
Duluth,St. Louis,2008,8,64.4
Duluth,St. Louis,2008,9,56.2
Duluth,St. Louis,2008,10,44.6
Duluth,St. Louis,2008,11,28.9
Duluth,St. Louis,2008,12,7
Duluth,St. Louis,2009,1,3.3
Duluth,St. Louis,2009,2,15.2
Duluth,St. Louis,2009,3,24.6
Duluth,St. Louis,2009,4,39.7
Duluth,St. Louis,2009,5,50.2
Duluth,St. Louis,2009,6,58.8
Duluth,St. Louis,2009,7,62.1
Duluth,St. Louis,2009,8,62.2
Duluth,St. Louis,2009,9,62.1
Duluth,St. Louis,2009,10,39
Duluth,St. Louis,2009,11,37.9
Duluth,St. Louis,2009,12,12.4
Duluth,St. Louis,2010,1,10.6
Duluth,St. Louis,2010,2,15.5
Duluth,St. Louis,2010,3,37
Duluth,St. Louis,2010,4,46.1
Duluth,St. Louis,2010,5,53.8
Duluth,St. Louis,2010,6,59.8
Duluth,St. Louis,2010,7,69
Duluth,St. Louis,2010,8,68.1
Duluth,St. Louis,2010,9,52
Duluth,St. Louis,2010,10,46.9
Duluth,St. Louis,2010,11,30.5
Duluth,St. Louis,2010,12,12.8
Duluth,St. Louis,2011,1,7.1
Duluth,St. Louis,2011,2,14.5
Duluth,St. Louis,2011,3,24
Duluth,St. Louis,2011,4,39.1
Duluth,St. Louis,2011,5,49.7
Duluth,St. Louis,2011,6,58.1
Duluth,St. Louis,2011,7,69.8
Duluth,St. Louis,2011,8,66.8
Duluth,St. Louis,2011,9,56.2
Duluth,St. Louis,2011,10,48.5
Duluth,St. Louis,2011,11,33.1
Duluth,St. Louis,2011,12,21.7
Duluth,St. Louis,2012,1,18
Duluth,St. Louis,2012,2,23.7
Duluth,St. Louis,2012,3,39.2
Duluth,St. Louis,2012,4,42.4
Duluth,St. Louis,2012,5,55
Duluth,St. Louis,2012,6,64.2
Duluth,St. Louis,2012,7,71.9
Duluth,St. Louis,2012,8,66.1
Duluth,St. Louis,2012,9,56.2
Duluth,St. Louis,2012,10,42.5
Duluth,St. Louis,2012,11,30.9
Duluth,St. Louis,2012,12,18.4
Duluth,St. Louis,2013,1,12.1
Duluth,St. Louis,2013,2,14.6
Duluth,St. Louis,2013,3,21.8
Duluth,St. Louis,2013,4,34.4
Duluth,St. Louis,2013,5,49.5
Duluth,St. Louis,2013,6,61.6
Duluth,St. Louis,2013,7,67.8
Duluth,St. Louis,2013,8,69
Duluth,St. Louis,2013,9,59.9
Duluth,St. Louis,2013,10,45
Duluth,St. Louis,2013,11,27.9
Duluth,St. Louis,2013,12,4.6
Duluth,St. Louis,2014,1,1.6
Duluth,St. Louis,2014,2,5.3
Duluth,St. Louis,2014,3,18.4
Duluth,St. Louis,2014,4,35.1
Duluth,St. Louis,2014,5,51.9
Duluth,St. Louis,2014,6,60.5
Duluth,St. Louis,2014,7,66.3
Duluth,St. Louis,2014,8,64.7
Duluth,St. Louis,2014,9,57.4
Duluth,St. Louis,2014,10,44.8
Duluth,St. Louis,2014,11,21.8
Duluth,St. Louis,2014,12,21.5
Duluth,St. Louis,2015,1,12.7
Duluth,St. Louis,2015,2,5.2
Duluth,St. Louis,2015,3,30.6
Duluth,St. Louis,2015,4,42.2
Duluth,St. Louis,2015,5,51.7
Duluth,St. Louis,2015,6,61.4
Duluth,St. Louis,2015,7,69.2
Duluth,St. Louis,2015,8,65.4
Duluth,St. Louis,2015,9,61.5
Duluth,St. Louis,2015,10,46.3
Duluth,St. Louis,2015,11,36.7
Duluth,St. Louis,2015,12,26.4
Duluth,St. Louis,2016,1,12.8
Duluth,St. Louis,2016,2,17.3
Duluth,St. Louis,2016,3,31.6
Duluth,St. Louis,2016,4,37.7
Duluth,St. Louis,2016,5,53.2
Duluth,St. Louis,2016,6,61.5
Duluth,St. Louis,2016,7,67.1
Duluth,St. Louis,2016,8,67.5
Duluth,St. Louis,2016,9,59.9
Duluth,St. Louis,2016,10,47.6
Duluth,St. Louis,2016,11,40.2
Duluth,St. Louis,2016,12,15.9
Brainerd,Crow Wing,2007,1,15.5
Brainerd,Crow Wing,2007,2,9.6
Brainerd,Crow Wing,2007,3,33.2
Brainerd,Crow Wing,2007,4,41.9
Brainerd,Crow Wing,2007,5,59.5
Brainerd,Crow Wing,2007,6,68.7
Brainerd,Crow Wing,2007,7,73
Brainerd,Crow Wing,2007,8,67.5
Brainerd,Crow Wing,2007,9,60.2
Brainerd,Crow Wing,2007,10,50.2
Brainerd,Crow Wing,2007,11,31.3
Brainerd,Crow Wing,2007,12,11.2
Brainerd,Crow Wing,2008,1,9
Brainerd,Crow Wing,2008,2,9.7
Brainerd,Crow Wing,2008,3,24
Brainerd,Crow Wing,2008,4,40
Brainerd,Crow Wing,2008,5,52.4
Brainerd,Crow Wing,2008,6,63.2
Brainerd,Crow Wing,2008,7,69.3
Brainerd,Crow Wing,2008,8,68.1
Brainerd,Crow Wing,2008,9,59
Brainerd,Crow Wing,2008,10,46.7
Brainerd,Crow Wing,2008,11,31.6
Brainerd,Crow Wing,2008,12,7.1
Brainerd,Crow Wing,2009,1,3.1
Brainerd,Crow Wing,2009,2,15.3
Brainerd,Crow Wing,2009,3,26.3
Brainerd,Crow Wing,2009,4,43.3
Brainerd,Crow Wing,2009,5,54.2
Brainerd,Crow Wing,2009,6,62.6
Brainerd,Crow Wing,2009,7,65.3
Brainerd,Crow Wing,2009,8,65.4
Brainerd,Crow Wing,2009,9,63.6
Brainerd,Crow Wing,2009,10,40
Brainerd,Crow Wing,2009,11,38.5
Brainerd,Crow Wing,2009,12,12.7
Brainerd,Crow Wing,2010,1,9.4
Brainerd,Crow Wing,2010,2,15
Brainerd,Crow Wing,2010,3,38.1
Brainerd,Crow Wing,2010,4,50.5
Brainerd,Crow Wing,2010,5,56.2
Brainerd,Crow Wing,2010,6,65
Brainerd,Crow Wing,2010,7,71.2
Brainerd,Crow Wing,2010,8,71.1
Brainerd,Crow Wing,2010,9,55
Brainerd,Crow Wing,2010,10,49.1
Brainerd,Crow Wing,2010,11,31.7
Brainerd,Crow Wing,2010,12,13.6
Brainerd,Crow Wing,2011,1,5.9
Brainerd,Crow Wing,2011,2,13.9
Brainerd,Crow Wing,2011,3,24.1
Brainerd,Crow Wing,2011,4,42.2
Brainerd,Crow Wing,2011,5,55.1
Brainerd,Crow Wing,2011,6,64.3
Brainerd,Crow Wing,2011,7,73.3
Brainerd,Crow Wing,2011,8,69.3
Brainerd,Crow Wing,2011,9,58.2
Brainerd,Crow Wing,2011,10,51.2
Brainerd,Crow Wing,2011,11,33.7
Brainerd,Crow Wing,2011,12,24.2
Brainerd,Crow Wing,2012,1,18.5
Brainerd,Crow Wing,2012,2,24.1
Brainerd,Crow Wing,2012,3,42
Brainerd,Crow Wing,2012,4,46.1
Brainerd,Crow Wing,2012,5,58.6
Brainerd,Crow Wing,2012,6,67.1
Brainerd,Crow Wing,2012,7,74.4
Brainerd,Crow Wing,2012,8,67.2
Brainerd,Crow Wing,2012,9,57.9
Brainerd,Crow Wing,2012,10,44.5
Brainerd,Crow Wing,2012,11,33.1
Brainerd,Crow Wing,2012,12,17.3
Brainerd,Crow Wing,2013,1,12.8
Brainerd,Crow Wing,2013,2,14.5
Brainerd,Crow Wing,2013,3,21.9
Brainerd,Crow Wing,2013,4,35.4
Brainerd,Crow Wing,2013,5,53.9
Brainerd,Crow Wing,2013,6,64.4
Brainerd,Crow Wing,2013,7,70.7
Brainerd,Crow Wing,2013,8,69.8
Brainerd,Crow Wing,2013,9,62.3
Brainerd,Crow Wing,2013,10,45.6
Brainerd,Crow Wing,2013,11,28.8
Brainerd,Crow Wing,2013,12,4.7
Brainerd,Crow Wing,2014,1,1.6
Brainerd,Crow Wing,2014,2,7.1
Brainerd,Crow Wing,2014,3,22.5
Brainerd,Crow Wing,2014,4,41.5
Brainerd,Crow Wing,2014,5,58.9
Brainerd,Crow Wing,2014,6,69.5
Brainerd,Crow Wing,2014,7,68
Brainerd,Crow Wing,2014,8,66
Brainerd,Crow Wing,2014,9,56.4
Brainerd,Crow Wing,2014,10,43.9
Brainerd,Crow Wing,2014,11,20.1
Brainerd,Crow Wing,2014,12,20.7
Brainerd,Crow Wing,2015,1,14
Brainerd,Crow Wing,2015,2,6.1
Brainerd,Crow Wing,2015,3,30.1
Brainerd,Crow Wing,2015,4,44.4
Brainerd,Crow Wing,2015,5,53.4
Brainerd,Crow Wing,2015,6,64.5
Brainerd,Crow Wing,2015,7,69.9
Brainerd,Crow Wing,2015,8,65.9
Brainerd,Crow Wing,2015,9,63.5
Brainerd,Crow Wing,2015,10,47
Brainerd,Crow Wing,2015,11,37.1
Brainerd,Crow Wing,2015,12,25
Brainerd,Crow Wing,2016,1,11.8
Brainerd,Crow Wing,2016,2,19.3
Brainerd,Crow Wing,2016,3,36.1
Brainerd,Crow Wing,2016,4,42.5
Brainerd,Crow Wing,2016,5,55.3
Brainerd,Crow Wing,2016,6,64.5
Brainerd,Crow Wing,2016,7,69.2
Brainerd,Crow Wing,2016,8,67.9
Brainerd,Crow Wing,2016,9,59.5
Brainerd,Crow Wing,2016,10,47.4
Brainerd,Crow Wing,2016,11,38.9
Brainerd,Crow Wing,2016,12,15
Aitkin,Aitkin,2007,1,M
Aitkin,Aitkin,2007,2,M
Aitkin,Aitkin,2007,3,M
Aitkin,Aitkin,2007,4,M
Aitkin,Aitkin,2007,5,M
Aitkin,Aitkin,2007,6,M
Aitkin,Aitkin,2007,7,M
Aitkin,Aitkin,2007,8,M
Aitkin,Aitkin,2007,9,M
Aitkin,Aitkin,2007,10,M
Aitkin,Aitkin,2007,11,M
Aitkin,Aitkin,2007,12,M
Aitkin,Aitkin,2008,1,M
Aitkin,Aitkin,2008,2,M
Aitkin,Aitkin,2008,3,M
Aitkin,Aitkin,2008,4,M
Aitkin,Aitkin,2008,5,M
Aitkin,Aitkin,2008,6,M
Aitkin,Aitkin,2008,7,M
Aitkin,Aitkin,2008,8,M
Aitkin,Aitkin,2008,9,M
Aitkin,Aitkin,2008,10,46.5
Aitkin,Aitkin,2008,11,30.7
Aitkin,Aitkin,2008,12,9.3
Aitkin,Aitkin,2009,1,3.2
Aitkin,Aitkin,2009,2,14.6
Aitkin,Aitkin,2009,3,23.6
Aitkin,Aitkin,2009,4,41.3
Aitkin,Aitkin,2009,5,50.2
Aitkin,Aitkin,2009,6,59.5
Aitkin,Aitkin,2009,7,M
Aitkin,Aitkin,2009,8,61.3
Aitkin,Aitkin,2009,9,62.1
Aitkin,Aitkin,2009,10,40.4
Aitkin,Aitkin,2009,11,39.5
Aitkin,Aitkin,2009,12,13.6
Aitkin,Aitkin,2010,1,10.2
Aitkin,Aitkin,2010,2,13.9
Aitkin,Aitkin,2010,3,35.6
Aitkin,Aitkin,2010,4,48.3
Aitkin,Aitkin,2010,5,55.1
Aitkin,Aitkin,2010,6,62.4
Aitkin,Aitkin,2010,7,M
Aitkin,Aitkin,2010,8,M
Aitkin,Aitkin,2010,9,54.1
Aitkin,Aitkin,2010,10,49.8
Aitkin,Aitkin,2010,11,32
Aitkin,Aitkin,2010,12,13.3
Aitkin,Aitkin,2011,1,3.8
Aitkin,Aitkin,2011,2,12.9
Aitkin,Aitkin,2011,3,23.5
Aitkin,Aitkin,2011,4,40
Aitkin,Aitkin,2011,5,51.4
Aitkin,Aitkin,2011,6,M
Aitkin,Aitkin,2011,7,M
Aitkin,Aitkin,2011,8,68.6
Aitkin,Aitkin,2011,9,56.3
Aitkin,Aitkin,2011,10,50.7
Aitkin,Aitkin,2011,11,32.4
Aitkin,Aitkin,2011,12,25.5
Aitkin,Aitkin,2012,1,18
Aitkin,Aitkin,2012,2,22.8
Aitkin,Aitkin,2012,3,M
Aitkin,Aitkin,2012,4,M
Aitkin,Aitkin,2012,5,54
Aitkin,Aitkin,2012,6,M
Aitkin,Aitkin,2012,7,M
Aitkin,Aitkin,2012,8,M
Aitkin,Aitkin,2012,9,M
Aitkin,Aitkin,2012,10,M
Aitkin,Aitkin,2012,11,32.5
Aitkin,Aitkin,2012,12,17.9
Aitkin,Aitkin,2013,1,M
Aitkin,Aitkin,2013,2,13
Aitkin,Aitkin,2013,3,M
Aitkin,Aitkin,2013,4,32.4
Aitkin,Aitkin,2013,5,M
Aitkin,Aitkin,2013,6,M
Aitkin,Aitkin,2013,7,M
Aitkin,Aitkin,2013,8,M
Aitkin,Aitkin,2013,9,M
Aitkin,Aitkin,2013,10,M
Aitkin,Aitkin,2013,11,M
Aitkin,Aitkin,2013,12,M
Aitkin,Aitkin,2014,1,M
Aitkin,Aitkin,2014,2,M
Aitkin,Aitkin,2014,3,M
Aitkin,Aitkin,2014,4,M
Aitkin,Aitkin,2014,5,53.9
Aitkin,Aitkin,2014,6,64.8
Aitkin,Aitkin,2014,7,66.9
Aitkin,Aitkin,2014,8,68.2
Aitkin,Aitkin,2014,9,58.1
Aitkin,Aitkin,2014,10,45.3
Aitkin,Aitkin,2014,11,21.6
Aitkin,Aitkin,2014,12,21.3
Aitkin,Aitkin,2015,1,13.5
Aitkin,Aitkin,2015,2,4.5
Aitkin,Aitkin,2015,3,30.3
Aitkin,Aitkin,2015,4,42.7
Aitkin,Aitkin,2015,5,M
Aitkin,Aitkin,2015,6,63.4
Aitkin,Aitkin,2015,7,69.9
Aitkin,Aitkin,2015,8,M
Aitkin,Aitkin,2015,9,64.8
Aitkin,Aitkin,2015,10,46.3
Aitkin,Aitkin,2015,11,M
Aitkin,Aitkin,2015,12,M
Aitkin,Aitkin,2016,1,12
Aitkin,Aitkin,2016,2,20.9
Aitkin,Aitkin,2016,3,34.7
Aitkin,Aitkin,2016,4,41
Aitkin,Aitkin,2016,5,54.6
Aitkin,Aitkin,2016,6,62.7
Aitkin,Aitkin,2016,7,68.8
Aitkin,Aitkin,2016,8,68.6
Aitkin,Aitkin,2016,9,59.7
Aitkin,Aitkin,2016,10,48.9
Aitkin,Aitkin,2016,11,40.4
Aitkin,Aitkin,2016,12,M
Grand Marais,Cook,2007,1,16.8
Grand Marais,Cook,2007,2,10.3
Grand Marais,Cook,2007,3,29.5
Grand Marais,Cook,2007,4,40
Grand Marais,Cook,2007,5,52.3
Grand Marais,Cook,2007,6,58.8
Grand Marais,Cook,2007,7,64.4
Grand Marais,Cook,2007,8,63
Grand Marais,Cook,2007,9,56.1
Grand Marais,Cook,2007,10,47.8
Grand Marais,Cook,2007,11,30
Grand Marais,Cook,2007,12,16.3
Grand Marais,Cook,2008,1,M
Grand Marais,Cook,2008,2,14.3
Grand Marais,Cook,2008,3,M
Grand Marais,Cook,2008,4,38
Grand Marais,Cook,2008,5,46.4
Grand Marais,Cook,2008,6,57
Grand Marais,Cook,2008,7,63
Grand Marais,Cook,2008,8,64.1
Grand Marais,Cook,2008,9,55.6
Grand Marais,Cook,2008,10,44.9
Grand Marais,Cook,2008,11,31.2
Grand Marais,Cook,2008,12,8.9
Grand Marais,Cook,2009,1,6.9
Grand Marais,Cook,2009,2,17.5
Grand Marais,Cook,2009,3,24.7
Grand Marais,Cook,2009,4,38.5
Grand Marais,Cook,2009,5,48
Grand Marais,Cook,2009,6,M
Grand Marais,Cook,2009,7,59.7
Grand Marais,Cook,2009,8,59.8
Grand Marais,Cook,2009,9,57.4
Grand Marais,Cook,2009,10,40.9
Grand Marais,Cook,2009,11,37.7
Grand Marais,Cook,2009,12,16.6
Grand Marais,Cook,2010,1,15.7
Grand Marais,Cook,2010,2,20.1
Grand Marais,Cook,2010,3,35.8
Grand Marais,Cook,2010,4,44
Grand Marais,Cook,2010,5,51.2
Grand Marais,Cook,2010,6,56.9
Grand Marais,Cook,2010,7,66.5
Grand Marais,Cook,2010,8,65.3
Grand Marais,Cook,2010,9,50.7
Grand Marais,Cook,2010,10,45.9
Grand Marais,Cook,2010,11,32.8
Grand Marais,Cook,2010,12,17.3
Grand Marais,Cook,2011,1,10.1
Grand Marais,Cook,2011,2,16.1
Grand Marais,Cook,2011,3,24.7
Grand Marais,Cook,2011,4,37.7
Grand Marais,Cook,2011,5,48.3
Grand Marais,Cook,2011,6,57.1
Grand Marais,Cook,2011,7,66.3
Grand Marais,Cook,2011,8,64.2
Grand Marais,Cook,2011,9,55.3
Grand Marais,Cook,2011,10,46.4
Grand Marais,Cook,2011,11,M
Grand Marais,Cook,2011,12,M
Grand Marais,Cook,2012,1,M
Grand Marais,Cook,2012,2,M
Grand Marais,Cook,2012,3,M
Grand Marais,Cook,2012,4,M
Grand Marais,Cook,2012,5,51
Grand Marais,Cook,2012,6,59.1
Grand Marais,Cook,2012,7,68.1
Grand Marais,Cook,2012,8,63.9
Grand Marais,Cook,2012,9,54.1
Grand Marais,Cook,2012,10,41
Grand Marais,Cook,2012,11,30.1
Grand Marais,Cook,2012,12,20.4
Grand Marais,Cook,2013,1,12.4
Grand Marais,Cook,2013,2,11.4
Grand Marais,Cook,2013,3,21.8
Grand Marais,Cook,2013,4,31.5
Grand Marais,Cook,2013,5,44.8
Grand Marais,Cook,2013,6,54.8
Grand Marais,Cook,2013,7,57.6
Grand Marais,Cook,2013,8,62.4
Grand Marais,Cook,2013,9,56.3
Grand Marais,Cook,2013,10,44.7
Grand Marais,Cook,2013,11,29.8
Grand Marais,Cook,2013,12,8.9
Grand Marais,Cook,2014,1,2.5
Grand Marais,Cook,2014,2,7.5
Grand Marais,Cook,2014,3,16.8
Grand Marais,Cook,2014,4,34.7
Grand Marais,Cook,2014,5,45
Grand Marais,Cook,2014,6,49.7
Grand Marais,Cook,2014,7,56.5
Grand Marais,Cook,2014,8,60.9
Grand Marais,Cook,2014,9,53.6
Grand Marais,Cook,2014,10,43.8
Grand Marais,Cook,2014,11,24
Grand Marais,Cook,2014,12,22.4
Grand Marais,Cook,2015,1,11.6
Grand Marais,Cook,2015,2,2.9
Grand Marais,Cook,2015,3,25.9
Grand Marais,Cook,2015,4,37.7
Grand Marais,Cook,2015,5,45.7
Grand Marais,Cook,2015,6,51
Grand Marais,Cook,2015,7,60.4
Grand Marais,Cook,2015,8,59.8
Grand Marais,Cook,2015,9,57.9
Grand Marais,Cook,2015,10,44.9
Grand Marais,Cook,2015,11,36.6
Grand Marais,Cook,2015,12,27.7
Grand Marais,Cook,2016,1,16.1
Grand Marais,Cook,2016,2,16.9
Grand Marais,Cook,2016,3,29.3
Grand Marais,Cook,2016,4,33.7
Grand Marais,Cook,2016,5,47.4
Grand Marais,Cook,2016,6,54.4
Grand Marais,Cook,2016,7,61.9
Grand Marais,Cook,2016,8,64.7
Grand Marais,Cook,2016,9,59.3
Grand Marais,Cook,2016,10,47.4
Grand Marais,Cook,2016,11,38.6
Grand Marais,Cook,2016,12,19.3
Grand Rapids,Itasca,2007,1,13.8
Grand Rapids,Itasca,2007,2,7.9
Grand Rapids,Itasca,2007,3,31.3
Grand Rapids,Itasca,2007,4,40.9
Grand Rapids,Itasca,2007,5,57.6
Grand Rapids,Itasca,2007,6,66.8
Grand Rapids,Itasca,2007,7,69.8
Grand Rapids,Itasca,2007,8,65.7
Grand Rapids,Itasca,2007,9,57
Grand Rapids,Itasca,2007,10,48.3
Grand Rapids,Itasca,2007,11,28.9
Grand Rapids,Itasca,2007,12,12
Grand Rapids,Itasca,2008,1,8.3
Grand Rapids,Itasca,2008,2,9.3
Grand Rapids,Itasca,2008,3,23.8
Grand Rapids,Itasca,2008,4,39.1
Grand Rapids,Itasca,2008,5,50.2
Grand Rapids,Itasca,2008,6,61.8
Grand Rapids,Itasca,2008,7,66.9
Grand Rapids,Itasca,2008,8,66.2
Grand Rapids,Itasca,2008,9,57.1
Grand Rapids,Itasca,2008,10,45.3
Grand Rapids,Itasca,2008,11,29.7
Grand Rapids,Itasca,2008,12,4.5
Grand Rapids,Itasca,2009,1,2.6
Grand Rapids,Itasca,2009,2,15.4
Grand Rapids,Itasca,2009,3,26.1
Grand Rapids,Itasca,2009,4,42.4
Grand Rapids,Itasca,2009,5,51.4
Grand Rapids,Itasca,2009,6,61.3
Grand Rapids,Itasca,2009,7,62.6
Grand Rapids,Itasca,2009,8,63.1
Grand Rapids,Itasca,2009,9,62.6
Grand Rapids,Itasca,2009,10,38.7
Grand Rapids,Itasca,2009,11,36.9
Grand Rapids,Itasca,2009,12,11.7
Grand Rapids,Itasca,2010,1,9.4
Grand Rapids,Itasca,2010,2,15.5
Grand Rapids,Itasca,2010,3,37.6
Grand Rapids,Itasca,2010,4,48.7
Grand Rapids,Itasca,2010,5,55.4
Grand Rapids,Itasca,2010,6,62.1
Grand Rapids,Itasca,2010,7,69.3
Grand Rapids,Itasca,2010,8,69
Grand Rapids,Itasca,2010,9,53
Grand Rapids,Itasca,2010,10,47.8
Grand Rapids,Itasca,2010,11,30.5
Grand Rapids,Itasca,2010,12,11.4
Grand Rapids,Itasca,2011,1,4.8
Grand Rapids,Itasca,2011,2,13.6
Grand Rapids,Itasca,2011,3,25.4
Grand Rapids,Itasca,2011,4,40.8
Grand Rapids,Itasca,2011,5,52.7
Grand Rapids,Itasca,2011,6,61.4
Grand Rapids,Itasca,2011,7,71.3
Grand Rapids,Itasca,2011,8,67.3
Grand Rapids,Itasca,2011,9,55.3
Grand Rapids,Itasca,2011,10,48.2
Grand Rapids,Itasca,2011,11,31.3
Grand Rapids,Itasca,2011,12,21.1
Grand Rapids,Itasca,2012,1,16
Grand Rapids,Itasca,2012,2,22.4
Grand Rapids,Itasca,2012,3,39.3
Grand Rapids,Itasca,2012,4,42.8
Grand Rapids,Itasca,2012,5,55.6
Grand Rapids,Itasca,2012,6,65.2
Grand Rapids,Itasca,2012,7,72.4
Grand Rapids,Itasca,2012,8,66
Grand Rapids,Itasca,2012,9,55.6
Grand Rapids,Itasca,2012,10,41.5
Grand Rapids,Itasca,2012,11,29
Grand Rapids,Itasca,2012,12,14.5
Grand Rapids,Itasca,2013,1,9.8
Grand Rapids,Itasca,2013,2,13.1
Grand Rapids,Itasca,2013,3,22
Grand Rapids,Itasca,2013,4,34.1
Grand Rapids,Itasca,2013,5,52.1
Grand Rapids,Itasca,2013,6,61.7
Grand Rapids,Itasca,2013,7,67.5
Grand Rapids,Itasca,2013,8,67.2
Grand Rapids,Itasca,2013,9,59.3
Grand Rapids,Itasca,2013,10,43.1
Grand Rapids,Itasca,2013,11,25.6
Grand Rapids,Itasca,2013,12,1
Grand Rapids,Itasca,2014,1,-0.7
Grand Rapids,Itasca,2014,2,3.3
Grand Rapids,Itasca,2014,3,17.9
Grand Rapids,Itasca,2014,4,36.1
Grand Rapids,Itasca,2014,5,53.1
Grand Rapids,Itasca,2014,6,63.3
Grand Rapids,Itasca,2014,7,65.9
Grand Rapids,Itasca,2014,8,65.3
Grand Rapids,Itasca,2014,9,56.6
Grand Rapids,Itasca,2014,10,43.2
Grand Rapids,Itasca,2014,11,19.6
Grand Rapids,Itasca,2014,12,18.9
Grand Rapids,Itasca,2015,1,11.3
Grand Rapids,Itasca,2015,2,3.8
Grand Rapids,Itasca,2015,3,29.4
Grand Rapids,Itasca,2015,4,42.7
Grand Rapids,Itasca,2015,5,52.2
Grand Rapids,Itasca,2015,6,63.1
Grand Rapids,Itasca,2015,7,69.4
Grand Rapids,Itasca,2015,8,64.9
Grand Rapids,Itasca,2015,9,62.2
Grand Rapids,Itasca,2015,10,45.8
Grand Rapids,Itasca,2015,11,35.2
Grand Rapids,Itasca,2015,12,23.7
Grand Rapids,Itasca,2016,1,11.5
Grand Rapids,Itasca,2016,2,17.4
Grand Rapids,Itasca,2016,3,34.2
Grand Rapids,Itasca,2016,4,40.8
Grand Rapids,Itasca,2016,5,55.3
Grand Rapids,Itasca,2016,6,62.8
Grand Rapids,Itasca,2016,7,68.8
Grand Rapids,Itasca,2016,8,67.6
Grand Rapids,Itasca,2016,9,59.3
Grand Rapids,Itasca,2016,10,47
Grand Rapids,Itasca,2016,11,38.4
Grand Rapids,Itasca,2016,12,13.6
International Falls,Koochiching,2007,1,9.5
International Falls,Koochiching,2007,2,2.5
International Falls,Koochiching,2007,3,26.3
International Falls,Koochiching,2007,4,37.2
International Falls,Koochiching,2007,5,55
International Falls,Koochiching,2007,6,63
International Falls,Koochiching,2007,7,65.5
International Falls,Koochiching,2007,8,61.5
International Falls,Koochiching,2007,9,53.9
International Falls,Koochiching,2007,10,44.4
International Falls,Koochiching,2007,11,26
International Falls,Koochiching,2007,12,8.5
